Date,Name,Email,Position,Seniority,Location,Studio,Client,Client Tag,Project,Project Tag,Team Name,Email Leader,Year,Month,Day,Date_timestamp,Engagement
15May23,Elena Salazar,elena.salazar@tec.globant.com,Software Developer,Sr Level 1,CO/CUN/BOG,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,cristian.bravo@tec.globant.com,2023,5,15,2023-05-15,3.69
15May23,Felipe Castro,felipe.castro@tec.globant.com,Database Administrator,Sr Level 1,AR/CABA/BA,Cloud Ops,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,5,15,2023-05-15,3.79
15May23,Felipe Ruiz,felipe.ruiz@tec.globant.com,Software Developer,Sr Level 2,CO/CUN/BOG,Engineering,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,juan.aguirre@tec.globant.com,2023,5,15,2023-05-15,2.77
15May23,Felipe Sandoval,felipe.sandoval@tec.globant.com,Software Developer,Sr Level 1,MX/CDMX/CDMX,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,5,15,2023-05-15,3.11
15May23,Fernando Ramírez,fernando.ramirez@tec.globant.com,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,5,15,2023-05-15,3.43
15May23,Gabriela Fernández,gabriela.fernandez@tec.globant.com,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,5,15,2023-05-15,2.76
15May23,Gabriela Pérez,gabriela.perez@tec.globant.com,Business Analyst,Sr Level 3,MX/JALISCO/GDL,Product,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,5,15,2023-05-15,5.0
15May23,Gabriela Rojas,gabriela.rojas@tec.globant.com,Test Automation Engineer,Sr Level 1,AR/CABA/BA,Quality Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,5,15,2023-05-15,4.17
15May23,Isabel Fernández,isabel.fernandez@tec.globant.com,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,5,15,2023-05-15,3.63
15May23,Isabel Ríos,isabel.rios@tec.globant.com,Business Analyst,Sr Level 2,MX/CDMX/CDMX,Product,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,juan.aguirre@tec.globant.com,2023,5,15,2023-05-15,2.04
15May23,Isabel Sánchez,isabel.sanchez@tec.globant.com,Business Intelligence,Sr Level 2,AR/CABA/BA,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,5,15,2023-05-15,3.64
15May23,Isabel Torres,isabel.torres@tec.globant.com,Data Analyst,Sr Level 1,CO/CUN/BOG,Data,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,5,15,2023-05-15,3.09
15May23,Javier Delgado,javier.delgado@tec.globant.com,Software Developer,Sr Level 1,CO/ANT/MED,Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,5,15,2023-05-15,2.16
15May23,Javier Rodríguez,javier.rodriguez@tec.globant.com,DevOps Engineer,Sr Level 2,AR/CABA/BA,Cloud Ops,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,5,15,2023-05-15,2.26
15May23,Jimena Morales,jimena.morales@tec.globant.com,Business Analyst,Ssr,CO/CUN/BOG,Product,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,5,15,2023-05-15,5.0
15May23,Jimena Pérez,jimena.perez@tec.globant.com,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,5,15,2023-05-15,3.64
15May23,Jimena Soto,jimena.soto@tec.globant.com,Data Analyst,Sr Level 2,AR/CABA/BA,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,5,15,2023-05-15,3.465
15May23,Juan Aguirre,juan.aguirre@tec.globant.com,Project Manager,Sr Level 1,CO/ANT/MED,Delivery,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,,2023,5,15,2023-05-15,2.31
15May23,Juan Soto,juan.soto@tec.globant.com,Quality Assurance Tester,Sr Level 1,CO/CUN/BOG,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,5,15,2023-05-15,2.88
15May23,Laura Bravo,laura.bravo@tec.globant.com,DevOps Engineer,Sr Level 1,CO/ANT/MED,Cloud Ops,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,juan.aguirre@tec.globant.com,2023,5,15,2023-05-15,3.24
15May23,Laura Cortés,laura.cortes@tec.globant.com,Software Developer,Ssr,CO/CUN/BOG,Engineering,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,juan.aguirre@tec.globant.com,2023,5,15,2023-05-15,3.03
15May23,Laura Escobar,laura.escobar@tec.globant.com,Software Developer,Jr,CO/ANT/MED,Engineering,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,5,15,2023-05-15,4.05
15May23,Laura Zamora,laura.zamora@tec.globant.com,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,5,15,2023-05-15,2.88
15May23,Lucía Arce,lucia.arce@tec.globant.com,Software Developer,Ssr,AR/CABA/BA,Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,valeria.diaz@tec.globant.com,2023,5,15,2023-05-15,0.0
15May23,Lucía Mendoza,lucia.mendoza@tec.globant.com,Business Analyst,Sr Level 1,CL/RM/SCL,Product,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,5,15,2023-05-15,3.5
15May23,Lucía Quiroz,lucia.quiroz@tec.globant.com,User Experience Designer,Sr Level 1,MX/CDMX/CDMX,Design,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,5,15,2023-05-15,3.13
15May23,Luis Arce,luis.arce@tec.globant.com,Business Intelligence,Sr Level 1,AR/CABA/BA,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,5,15,2023-05-15,2.72
15May23,Luis Soto,luis.soto@tec.globant.com,Software Developer,Ssr,CO/ANT/MED,Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,5,15,2023-05-15,2.36
15May23,Mariana Bravo,mariana.bravo@tec.globant.com,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,ana.gomez@tec.globant.com,2023,5,15,2023-05-15,4.21
15May23,Mariana Díaz,mariana.diaz@tec.globant.com,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,5,15,2023-05-15,3.53
15May23,Mariana Ruiz,mariana.ruiz@tec.globant.com,Software Developer,Ssr,MX/CDMX/CDMX,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,5,15,2023-05-15,3.28
15May23,María Alvarado,maria.alvarado@tec.globant.com,DevOps Engineer,Sr Level 1,CL/RM/SCL,Cloud Ops,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,5,15,2023-05-15,2.52
15May23,María Ceballos,maria.ceballos@tec.globant.com,Test Automation Engineer,Ssr,MX/CDMX/CDMX,Quality Engineering,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,5,15,2023-05-15,0.0
15May23,María Díaz,maria.diaz@tec.globant.com,Quality Assurance Tester,Ssr,CO/CUN/BOG,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,5,15,2023-05-15,2.725
15May23,Miguel Castañeda,miguel.castaneda@tec.globant.com,Test Automation Engineer,Ssr,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,5,15,2023-05-15,3.36
15May23,Miguel Ortega,miguel.ortega@tec.globant.com,Test Automation Engineer,Sr Level 1,MX/CDMX/CDMX,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,5,15,2023-05-15,0.0
15May23,Miguel Sandoval,miguel.sandoval@tec.globant.com,Project Manager,Sr Level 2,CO/CUN/BOG,Delivery,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,,2023,5,15,2023-05-15,0.0
15May23,Natalia Ramírez,natalia.ramirez@tec.globant.com,Software Developer,Jr,CO/ANT/MED,Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,ana.gomez@tec.globant.com,2023,5,15,2023-05-15,3.42
15May23,Oscar Aguirre,oscar.aguirre@tec.globant.com,Visual Designer,Sr Level 1,CO/CUN/BOG,Design,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,5,15,2023-05-15,4.73
15May23,Oscar Fernández,oscar.fernandez@tec.globant.com,Quality Assurance Tester,Ssr,CL/RM/SCL,Quality Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,ana.gomez@tec.globant.com,2023,5,15,2023-05-15,1.71
15May23,Paula Cordero,paula.cordero@tec.globant.com,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,5,15,2023-05-15,0.0
15May23,Paula Sandoval,paula.sandoval@tec.globant.com,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,5,15,2023-05-15,0.77
15May23,Pedro Aguayo,pedro.aguayo@tec.globant.com,Test Automation Engineer,Sr Level 1,CO/CUN/BOG,Quality Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,5,15,2023-05-15,4.61
15May23,Pedro Castaño,pedro.castano@tec.globant.com,Software Developer,Sr Level 2,CO/ANT/MED,Engineering,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,5,15,2023-05-15,2.77
15May23,Pedro Fuentes,pedro.fuentes@tec.globant.com,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,ana.gomez@tec.globant.com,2023,5,15,2023-05-15,2.69
15May23,Pedro Ortega,pedro.ortega@tec.globant.com,Test Automation Engineer,Sr Level 1,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,5,15,2023-05-15,3.64
15May23,Pedro Rodríguez,pedro.rodriguez@tec.globant.com,Project Manager,Sr Level 1,CO/CUN/BOG,Delivery,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,,2023,5,15,2023-05-15,2.72
15May23,Ricardo Aguirre,ricardo.aguirre@tec.globant.com,Software Developer,Ssr,AR/CABA/BA,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,5,15,2023-05-15,2.46
15May23,Ricardo Fuentes,ricardo.fuentes@tec.globant.com,Software Developer,Ssr,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,5,15,2023-05-15,2.11
15May23,Ricardo Zamora,ricardo.zamora@tec.globant.com,Software Developer,Ssr,CO/CUN/BOG,Engineering,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,juan.aguirre@tec.globant.com,2023,5,15,2023-05-15,2.94
15May23,Sergio Castaño,sergio.castano@tec.globant.com,Software Developer,Ssr,CO/CUN/BOG,Engineering,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,5,15,2023-05-15,0.0
15May23,Sergio Castro,sergio.castro@tec.globant.com,Software Developer,Ssr,CO/ANT/MED,Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,5,15,2023-05-15,3.105
15May23,Sergio Ceballos,sergio.ceballos@tec.globant.com,Quality Assurance Tester,Ssr,MX/CDMX/CDMX,Quality Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,cristian.bravo@tec.globant.com,2023,5,15,2023-05-15,2.25
15May23,Sergio Medina,sergio.medina@tec.globant.com,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,5,15,2023-05-15,2.86
15May23,Sofía Delgado,sofia.delgado@tec.globant.com,Cybersecurity Specialist,Sr Level 1,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,5,15,2023-05-15,2.44
15May23,Sofía Medina,sofia.medina@tec.globant.com,DevOps Engineer,Jr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,5,15,2023-05-15,0.73
15May23,Teresa Quiroz,teresa.quiroz@tec.globant.com,Data Analyst,Ssr,CO/ANT/MED,Data,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,5,15,2023-05-15,2.73
15May23,Teresa Silva,teresa.silva@tec.globant.com,Business Analyst,Sr Level 1,CL/RM/SCL,Product,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,5,15,2023-05-15,3.21
15May23,Valeria Castañeda,valeria.castaneda@tec.globant.com,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,5,15,2023-05-15,4.14
15May23,Valeria Montoya,valeria.montoya@tec.globant.com,Database Administrator,Sr Level 2,MX/CDMX/CDMX,Cloud Ops,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,5,15,2023-05-15,3.21
15May23,Valeria Morales,valeria.morales@tec.globant.com,Software Developer,Ssr,CO/CUN/BOG,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,cristian.bravo@tec.globant.com,2023,5,15,2023-05-15,2.83
15May23,Valeria Ponce,valeria.ponce@tec.globant.com,Visual Designer,Sr Level 1,AR/CABA/BA,Design,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,5,15,2023-05-15,2.52
15May23,Valeria Ríos,valeria.rios@tec.globant.com,Test Automation Engineer,Ssr,CO/CUN/BOG,Quality Engineering,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,juan.aguirre@tec.globant.com,2023,5,15,2023-05-15,2.91
16Feb23,Alberto Bravo,alberto.bravo@tec.globant.com,Data Analyst,Ssr,AR/CABA/BA,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,2,16,2023-02-16,3.82
16Feb23,Alberto Cordero,alberto.cordero@tec.globant.com,Project Manager,Sr Level 1,CL/RM/SCL,Delivery,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,,2023,2,16,2023-02-16,5.0
16Feb23,Alberto Ramírez,alberto.ramirez@tec.globant.com,Project Manager,Sr Level 1,CO/CUN/BOG,Delivery,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,,2023,2,16,2023-02-16,2.83
16Feb23,Alberto Sánchez,alberto.sanchez@tec.globant.com,Software Developer,Sr Level 1,CO/CUN/BOG,Engineering,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,2,16,2023-02-16,3.58
16Feb23,Ana Aguayo,ana.aguayo@tec.globant.com,Business Analyst,Ssr,MX/CDMX/CDMX,Product,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,valeria.diaz@tec.globant.com,2023,2,16,2023-02-16,1.85
16Feb23,Ana Paredes,ana.paredes@tec.globant.com,Quality Assurance Tester,Sr Level 1,MX/CDMX/CDMX,Quality Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,valeria.diaz@tec.globant.com,2023,2,16,2023-02-16,3.72
16Feb23,Ana Ponce,ana.ponce@tec.globant.com,Test Automation Engineer,Ssr,CL/RM/SCL,Quality Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,2,16,2023-02-16,2.89
16Feb23,Ana Rojas,ana.rojas@tec.globant.com,Cybersecurity Specialist,Ssr,AR/CABA/BA,Cloud Ops,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,2,16,2023-02-16,3.23
16Feb23,Ana Salas,ana.salas@tec.globant.com,Technology Consultant,Sr Level 2,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,,2023,2,16,2023-02-16,2.51
16Feb23,Andrés Medina,andres.medina@tec.globant.com,Software Developer,Ssr,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,2,16,2023-02-16,2.0
16Feb23,Carlos Morales,carlos.morales@tec.globant.com,Quality Assurance Tester,Sr Level 2,AR/CABA/BA,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,2,16,2023-02-16,3.42
16Feb23,Carlos Ortega,carlos.ortega@tec.globant.com,Project Manager,Sr Level 2,CO/CUN/BOG,Delivery,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,,2023,2,16,2023-02-16,1.99
16Feb23,Carlos Silva,carlos.silva@tec.globant.com,DevOps Engineer,Ssr,MX/JALISCO/GDL,Cloud Ops,HealthSphere Technologies,HSTGIE,Horizon Expansion,HOREXP,Finding Nemo's Friends,alberto.cordero@tec.globant.com,2023,2,16,2023-02-16,4.77
16Feb23,Carlos Villanueva,carlos.villanueva@tec.globant.com,Software Developer,Ssr,CL/RM/SCL,Engineering,GreenWave Innovations,GWI001,Atlas Initiative,ATLINT,Breaking Badger,valeria.diaz@tec.globant.com,2023,2,16,2023-02-16,2.29
16Feb23,Carolina Herrera,carolina.herrera@tec.globant.com,Business Analyst,Jr,CL/RM/SCL,Product,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,2,16,2023-02-16,4.16
16Feb23,Cristian Bravo,cristian.bravo@tec.globant.com,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,,2023,2,16,2023-02-16,3.41
16Feb23,Cristian Rodríguez,cristian.rodriguez@tec.globant.com,Product Owner,Sr Level 2,MX/CDMX/CDMX,Product,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,cristian.bravo@tec.globant.com,2023,2,16,2023-02-16,3.06
16Feb23,Daniel Alvarado,daniel.alvarado@tec.globant.com,Test Automation Engineer,Ssr,CO/ANT/MED,Quality Engineering,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,2,16,2023-02-16,2.56
16Feb23,Daniel Escobar,daniel.escobar@tec.globant.com,Test Automation Engineer,Jr,MX/CDMX/CDMX,Quality Engineering,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,2,16,2023-02-16,2.96
16Feb23,Daniel Ruiz,daniel.ruiz@tec.globant.com,Test Automation Engineer,Jr,MX/JALISCO/GDL,Quality Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,2,16,2023-02-16,3.77
16Feb23,Daniel Ríos,daniel.rios@tec.globant.com,Visual Designer,Sr Level 1,CO/CUN/BOG,Design,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,2,16,2023-02-16,3.09
16Feb23,Elena Aguirre,elena.aguirre@tec.globant.com,Software Developer,Sr Level 2,CO/CUN/BOG,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,cristian.bravo@tec.globant.com,2023,2,16,2023-02-16,3.4
16Feb23,Elena Castaño,elena.castano@tec.globant.com,Software Developer,Jr,AR/CABA/BA,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,The Great Catsby,alberto.ramirez@tec.globant.com,2023,2,16,2023-02-16,3.04
16Feb23,Elena Castillo,elena.castillo@tec.globant.com,Software Developer,Jr,MX/CDMX/CDMX,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,cristian.bravo@tec.globant.com,2023,2,16,2023-02-16,3.38
16Feb23,Elena Pérez,elena.perez@tec.globant.com,Software Developer,Jr,CL/RM/SCL,Engineering,TechNova Solutions,TECNVS,Nexus Development,NEXDEV,Game of Tones,ana.salas@tec.globant.com,2023,2,16,2023-02-16,3.85
16Feb23,Elena Salazar,elena.salazar@tec.globant.com,Software Developer,Sr Level 1,CO/CUN/BOG,Engineering,EcoBuild Enterprises,EBEPRI,Echo System,ECOSYS,Fight Club Penguin,cristian.bravo@tec.globant.com,2023,2,16,2023-02-16,3.86
16Feb23,Felipe Alvarado,felipe.alvarado@tec.globant.com,Visual Designer,Ssr,AR/CABA/BA,Design,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,2,16,2023-02-16,2.39
16Feb23,Felipe Castro,felipe.castro@tec.globant.com,Database Administrator,Sr Level 1,AR/CABA/BA,Cloud Ops,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,2,16,2023-02-16,3.39
16Feb23,Felipe Ruiz,felipe.ruiz@tec.globant.com,Software Developer,Sr Level 2,CO/CUN/BOG,Engineering,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,juan.aguirre@tec.globant.com,2023,2,16,2023-02-16,3.0300000000000002
16Feb23,Fernando Ramírez,fernando.ramirez@tec.globant.com,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,2,16,2023-02-16,2.61
16Feb23,Gabriela Fernández,gabriela.fernandez@tec.globant.com,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,2,16,2023-02-16,3.7
16Feb23,Gabriela Pérez,gabriela.perez@tec.globant.com,Solutions Architect,Sr Level 3,MX/JALISCO/GDL,Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,2,16,2023-02-16,4.5
16Feb23,Gabriela Rojas,gabriela.rojas@tec.globant.com,Test Automation Engineer,Sr Level 1,AR/CABA/BA,Quality Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,2,16,2023-02-16,3.95
16Feb23,Isabel Fernández,isabel.fernandez@tec.globant.com,User Experience Designer,Sr Level 1,AR/CABA/BA,Design,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,2,16,2023-02-16,3.76
16Feb23,Isabel Ríos,isabel.rios@tec.globant.com,Business Analyst,Sr Level 2,MX/CDMX/CDMX,Product,EcoBuild Enterprises,EBEPRI,Serenity Project,STYPRJ,The Lion Kingpin,juan.aguirre@tec.globant.com,2023,2,16,2023-02-16,2.43
16Feb23,Isabel Sánchez,isabel.sanchez@tec.globant.com,Business Intelligence,Sr Level 2,AR/CABA/BA,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,pedro.rodriguez@tec.globant.com,2023,2,16,2023-02-16,3.49
16Feb23,Javier Delgado,javier.delgado@tec.globant.com,Software Developer,Sr Level 1,CO/ANT/MED,Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,2,16,2023-02-16,2.55
16Feb23,Javier Rodríguez,javier.rodriguez@tec.globant.com,DevOps Engineer,Sr Level 2,AR/CABA/BA,Cloud Ops,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,valeria.ponce@tec.globant.com,2023,2,16,2023-02-16,3.1
16Feb23,Jimena Morales,jimena.morales@tec.globant.com,Business Analyst,Ssr,CO/CUN/BOG,Product,EduSmart Systems,EDUSYS,Vanguard Initiative,VGRDIN,The Matrix Mice,carlos.ortega@tec.globant.com,2023,2,16,2023-02-16,4.97
16Feb23,Jimena Pérez,jimena.perez@tec.globant.com,Quality Assurance Tester,Ssr,AR/CABA/BA,Quality Engineering,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Jurassic Bark,miguel.sandoval@tec.globant.com,2023,2,16,2023-02-16,3.04
